80cb6fbb20332fa22c5eba0f351a1901	('pricey', 'cool')	[panel],[],and the slim form-factor together with the mirror-like front panel sure makes the player look cool and pricey !
e1fa274c45a3d786c5a8eef4ad84ec31	('numerous', 'number')	[support],[],i called apex 's support number numerous times but it just kept ringing .
5af90fdafd59b525226aefa2ffc9fd00	('reliable', 'apex')	[apex],[],i read in consumer reports that apex is a reliable brand , but with my experience and reading the other reviews , i think i will be doing a little more homework before considering another apex product .
75a1c2102d97efb4fbb45ac6e92cc92c	('steady', 'apex')	[apex],[],the apex 2600 has been a steady performer for me .
75a1c2102d97efb4fbb45ac6e92cc92c	('steady', 'performer')	[apex],[],the apex 2600 has been a steady performer for me .
e84bda7445af61e44a722324fcdbccf7	('myriad', 'unit')	[look,feature],[],still , i was willing to overlook those things as this unit looks sleek and has a myriad of features !
9b11689d3b0c95dc2f00e7b8943b4934	('lemon', 'people')	[player],[],unlike some of the other people who received a " lemon " , my dvd player came in perfect working condition .
972c9a8ae7cdb01c2d55a7fe93e6ecd2	('crappy', 'gripe')	[remote],[],my other gripe is the incredibly crappy remote , which is worse than other , cheaper apex units .
e1fa274c45a3d786c5a8eef4ad84ec31	('numerous', 'times')	[support],[],i called apex 's support number numerous times but it just kept ringing .
5af90fdafd59b525226aefa2ffc9fd00	('reliable', 'brand')	[apex],[],i read in consumer reports that apex is a reliable brand , but with my experience and reading the other reviews , i think i will be doing a little more homework before considering another apex product .
e4730539ff132950b9f794e6c42e8042	('negative', 'unit')	[picture],[],it worked from 12-26 to 1-9 at which time the picture failed completely ( see other negative reviews-my unit was n't the only one this happened to . )
32ea776ee4efc0b2bbcd509ec2656593	('compact', 'machine')	[size,machine],[],it 's a compact , attractive machine and was easy to set up .
9947e0d4813586c77a652fb805fbac2e	('regular', 'disk')	[mpeg1],[],the fact that this model would play jpeg slideshows was a big plus for me as a visual artist , and i discovered by accident ( it is not mentioned anywhere in the literature ) that it will play mpeg1 files on a regular cd-r data disk without vcd formatting .
9947e0d4813586c77a652fb805fbac2e	('cd-r', 'disk')	[mpeg1],[],the fact that this model would play jpeg slideshows was a big plus for me as a visual artist , and i discovered by accident ( it is not mentioned anywhere in the literature ) that it will play mpeg1 files on a regular cd-r data disk without vcd formatting .
1b4b8b00a1be6322acc0a3232c0e902d	('simplest', 'controls')	[remote],[],the progressive scan option can be turned off easily by a button on the remote control which is one of the simplest and easiest remote controls i have ever seen or used .
1b4b8b00a1be6322acc0a3232c0e902d	('easiest', 'controls')	[remote],[],the progressive scan option can be turned off easily by a button on the remote control which is one of the simplest and easiest remote controls i have ever seen or used .
4fb852ec14462e823ccc18ab597d17b6	('expensive', 'player')	[player],[],i did not want to have high expectations for this apex player because of the price but it is definitely working out much better than what i would expect from an expensive high-end player .
d460f81b43998cfb748cde2be9836aec	('stylish', 'case')	[case],[],for the first few weeks , this player was everything i expected it to be , an affordable multi-format dvd player with a stylish slim case as advertised .
03e1cd38959d29902a3f05c616118533	('strong', 'smell')	[smell],[],it did also seem to have a strong " new electronics " smell for some time .
44fa354def3a024a49de7a6b055cf68c	('favorite', 'dvds')	[dvd],[],i immediately had problems getting the player to recognize two of my favorite dvds .
3f3779a73e73c8430f134c2c7dca084f	('real', 'dvds')	[play,dvd],[],forget about the sleek looks if it can 't play some of your real dvds.
805fb64ce9cfd89eb965b553110a9c78	('original', 'dvds')	[play,cd,mp3,jpeg],[],it plays original dvds and cds and plays mp3s and jpegs .
b04a1b6bbf5356e9d6ebf7e31273b479	('older', 'machine')	[play,dvd-r],[],it did play a dvd-r which was unplayable in my older philips machine .
cd704648bf583767f520f7800329f7ce	('third', 'product')	[price],[],this is the third apex product i 've bought and they continue to impress for the price .
9bda6f3b3d54d3179789e2d0c3aa99fa	('extra', 'features')	[read],[],for example , i tried playing my new " pirates of the carribean " extra features dvd , but this dvd player can not read it .
d8105077a4434e718fee25bbe1966b63	('standard', 'set')	[player],[],i looked into buying an inexpensive dvd player that had more than the standard set of features and this item seemed to be the best in that category .
6eef518602a7cd948f9f4698d3515a9f	('full', 'cds')	[jpeg],[],even viewed cds full of jpgs .
a8ace68534381de6693b2cd4a413efea	('decent', 'player')	[player],[],also , it was only $ 39.99 ( after rebate ) with free shipping and no tax so overall it is a decent player .
9982cf025cf09cf43f1be57afa09155b	('nicer', 'player')	[player],[],all in all , trying to save some money on this player resulted in me shelling a great deal more when i purchased a much nicer dvd vcr combo player to make up for blazing crappiness of this very embarassing gift .
9151bec746be1369933e0711724fabba	('rental', 'dvd')	[player],[],the player usually plays dvd 's , but has occasional problems such as : 1 ) not recognizing a dvd 2 ) stopping a particular point in a movie every time we played it 3 ) not being able to access certain special features on a rental dvd .
c6d4707ef2fab9972637895ce8590367	('loud', 'noise')	[dvd,sound],[],seems to read most dvds fine , and reads quietly ( i had a pioneer player that had fairly loud disc spin noise ) .
2359d422951fd48bbe8711993ef70ada	('mixed', 'guess')	[price],[],mixed bag i guess but the price was right .
32ea776ee4efc0b2bbcd509ec2656593	('attractive', 'machine')	[size,machine],[],it 's a compact , attractive machine and was easy to set up .
6d685a8248c25916f3c4493aec1d226c	('special', 'touch')	[color],[],silverish color really adds a special touch .
9151bec746be1369933e0711724fabba	('special', 'features')	[player],[],the player usually plays dvd 's , but has occasional problems such as : 1 ) not recognizing a dvd 2 ) stopping a particular point in a movie every time we played it 3 ) not being able to access certain special features on a rental dvd .
84b3210547b32bd5ab20ec53b3438380	('attractive', 'features')	[size],[],there were a few attractive features , such as the small size and the layout of the remote .
d460f81b43998cfb748cde2be9836aec	('affordable', 'player')	[case],[],for the first few weeks , this player was everything i expected it to be , an affordable multi-format dvd player with a stylish slim case as advertised .
0d0f8d64973f708c799e4e49d6909dfd	('white', 'noise')	[picture],[],it sends discoutinous signals to tv , so the tv has the pictures for one moment and has only the white noise for the other moment .
cd5b349634b4fc9c4d56bec8bf4015ef	('occasional', 'sound')	[player,sound],[],i 've had the player for about 2 years now and it still performs nicely with the exception of an occasional wwhhhrrr sound from the motor .
9151bec746be1369933e0711724fabba	('occasional', 'problems')	[player],[],the player usually plays dvd 's , but has occasional problems such as : 1 ) not recognizing a dvd 2 ) stopping a particular point in a movie every time we played it 3 ) not being able to access certain special features on a rental dvd .
d1f5cf6191b3c90d8622b5f87670e411	('cool', 'thing')	[play],[],the cool thing about the ad-2600 it plays alot of different file like mp3 , wma cds , jpeg and kodak picture cds , dvd 's , dvd - / + r 's .
7b185dc9dc52f36cb42d1ebf9b7745f6	('annoying', 'thing')	[door],[],the front door is miss aligned on my unit and you have to manually life it up just so slightly for the door to close , a very annoying thing after ahwile .
